3*, State-gov, *****, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K,
3*, Private, 2*****, 11th, 7, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
2*, State-gov, 2*****, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 22, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, Local-gov, 2*****, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, >50K,
4*, Private, *****, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, >50K,
5*, Private, 2*****, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Cuba, <=50K,
5*, Self-emp-not-inc, 1*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, >50K,
3*, Private, 1*****, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 3*****, HS-grad, 9, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, Germany, >50K,
3*, Private, 1*****, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, State-gov, 1*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K,
3*, Private, 1*****, Some-college, 10, Never-married, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 52, United-States, <=50K,
3*, Federal-gov, 3*****, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, >50K,
5*, Private, 1*****, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 2*****, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K,
4*, Private, 2*****, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K,
5*, Private, 1*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
5*, Self-emp-not-inc, 1*****, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 0, 0, 18, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
4*, Federal-gov, 2*****, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K,
3*, Private, *****, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 48, United-States, <=50K,
4*, State-gov, 2*****, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Doctorate, 16, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 55, United-States, >50K,
2*, Federal-gov, 2*****, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
6*, Self-emp-inc, 2*****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, Private, 1*****, Assoc-voc, 11, Separated, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K,
4*, Self-emp-not-inc, 2*****, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K,
2*, Private, 2*****, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K,
2*, Private, 2*****, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 40, United-States, >50K,
3*, Local-gov, 1*****, Bachelors, 13, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male, 0, 1741, 40, Vietnam, <=50K,
2*, Private, *****, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Assoc-voc, 11, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, *****, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K,
2*, Private, 3*****, Assoc-voc, 11, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 35, United-States, <=50K,
4*, Private, 1*****, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K,
3*, Local-gov, 2*****, HS-grad, 9, Never-married, Transport-moving, Unmarried, Black, Female, 0, 0, 37, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Poland, <=50K,
4*, Self-emp-not-inc, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, Assoc-voc, 11, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1902, 40, United-States, <=50K,
4*, Private, 2*****, Assoc-acdm, 12, Widowed, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K,
4*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Local-gov, 1*****, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 70, United-States, <=50K,
2*, State-gov, 2*****, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K,
1*, ?, 1*****, 11th, 7, Never-married, ?, Own-child, White, Male, 0, 0, 27, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, >50K,
2*, Local-gov, *****, Bachelors, 13, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, *****, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, Canada, <=50K,
2*, Private, *****, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K,
4*, Private, 1*****, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 55, Taiwan, >50K,
4*, Local-gov, 2*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K,
3*, Private, 2*****, Some-college, 10, Married-civ-spouse, Protective-serv, Other-relative, Black, Female, 0, 0, 25, Haiti, <=50K,
4*, Self-emp-not-inc, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 24, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K,
5*, Private, 2*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
5*, Private, 1*****, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, Assoc-voc, 11, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
2*, Self-emp-not-inc, 1*****, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 20, United-States, <=50K,
3*, Private, 1*****, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K,
4*, Self-emp-not-inc, 1*****, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 60, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
4*, Self-emp-not-inc, 3*****, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Separated, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 3*****, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K,
4*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, >50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, >50K,
4*, Private, *****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 35, United-States, <=50K,
5*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K,
5*, Private, 1*****, 7th-8th, 4, Widowed, Transport-moving, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K,
4*, Private, *****, Some-college, 10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K,
2*, Private, *****, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, >50K,
3*, Local-gov, 1*****, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K,
4*, Private, *****, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, Some-college, 10, Widowed, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Self-emp-inc, 1*****, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 47, United-States, <=50K,
6*, State-gov, *****, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K,
6*, Self-emp-inc, 1*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 60, United-States, >50K,
4*, Private, 2*****, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
4*, Local-gov, 2*****, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, ?, 2*****, Some-college, 10, Never-married, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 20, China, <=50K,
6*, Federal-gov, *****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K,
3*, Private, *****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 50, United-States, >50K,
3*, Private, 2*****, Some-college, 10, Widowed, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K,
2*, ?, *****, Bachelors, 13, Married-spouse-absent, ?, Not-in-family, White, Male, 0, 0, 40, Canada, <=50K,
5*, Private, *****, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K,
3*, Private, 2*****, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
5*, Federal-gov, 1*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female, 0, 1887, 40, Philippines, >50K,
3*, Private, 2*****, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
2*, Self-emp-not-inc, 2*****, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 7688, 0, 60, United-States, >50K,
3*, Private, 1*****, 11th, 7, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 90, United-States, <=50K,
5*, Private, 1*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 65, United-States, >50K,
4*, Private, 1*****, 11th, 7, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, Guatemala, <=50K,
2*, Private, 2*****, 10th, 6, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 25, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, >50K,
2*, ?, 2*****, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K,
4*, Private, 1*****, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Canada, <=50K,
2*, Private, 1*****, 11th, 7, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K,
2*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Self-emp-not-inc, *****, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 60, United-States, <=50K,
6*, Self-emp-not-inc, 1*****, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, Federal-gov, 2*****, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K,
3*, Private, *****, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K,
3*, Private, 2*****, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 14344, 0, 50, United-States, >50K,
3*, Private, *****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, England, <=50K,
2*, ?, 2*****, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K,
2*, Private, 1*****, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, <=50K,
2*, ?, 1*****, Some-college, 10, Separated, ?, Own-child, White, Male, 0, 0, 25, United-States, <=50K,
6*, ?, 1*****, 11th, 7, Married-civ-spouse, ?, Husband, White, Male, 0, 419, 3, United-States, <=50K,
2*, ?, 1*****, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, <=50K,
2*, Private, 2*****, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 60, United-States, >50K,
3*, Private, 1*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 44, United-States, >50K,
2*, Private, *****, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Transport-moving, Own-child, Black, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Some-college, 10, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K,
3*, Private, 1*****, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K,
3*, Self-emp-inc, 2*****, Masters, 14, Separated, Prof-specialty, Not-in-family, White, Female, 4787, 0, 40, United-States, >50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
3*, State-gov, 1*****, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K,
6*, Local-gov, 1*****, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, ?, <=50K,
5*, Private, 2*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Poland, <=50K,
5*, Private, *****, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, England, <=50K,
2*, Private, 2*****, HS-grad, 9, Divorced, Sales, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Never-married, Sales, Not-in-family, Black, Female, 0, 0, 44, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, England, >50K,
2*, Private, 2*****, Some-college, 10, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, *****, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 1408, 40, United-States, <=50K,
2*, ?, 1*****, Some-college, 10, Never-married, ?, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K,
3*, ?, 1*****, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 0, 1590, 40, United-States, <=50K,
1*, Private, 1*****, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 30, United-States, <=50K,
5*, Self-emp-inc, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K,
3*, Self-emp-not-inc, 3*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K,
3*, Private, *****, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K,
2*, Private, 2*****, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K,
3*, Local-gov, 2*****, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Self-emp-inc, *****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, Canada, >50K,
